   2.0609373e+04   3.0792974e+04   3.5439647e+04   2.2633011e+04   1.6124563e+04   2.5771661e+04   2.8372927e+04   1.7002939e+04   2.3256038e+04   2.6627438e+04   2.8667750e+04   2.7480763e+04   3.9931767e+04   3.1107913e+04   3.3695573e+04   2.5375817e+04   2.6151545e+04   2.9065647e+04   2.8056224e+04   3.5301576e+04   2.2306841e+04   2.8489822e+04   3.1776443e+04   2.8958532e+04   2.5167678e+04
   2.0475787e+04   2.3607266e+04   2.4156540e+04   2.2633011e+04   1.4659932e+04   2.0791313e+04   2.6099798e+04   1.7002939e+04   1.6758311e+04   2.3938053e+04   2.0988948e+04   2.5177367e+04   2.7798063e+04   2.4003642e+04   2.6921083e+04   2.0042979e+04   2.3212279e+04   2.3776267e+04   2.4482534e+04   2.8541205e+04   2.2306841e+04   2.2361702e+04   2.3263219e+04   2.3233361e+04   1.7538152e+04
   2.0475787e+04   2.3607266e+04   2.4156540e+04   2.2633011e+04   1.4659932e+04   2.0791313e+04   2.6099798e+04   1.7002939e+04   1.6758311e+04   2.3938053e+04   2.0988948e+04   2.5177367e+04   2.7798063e+04   2.4003642e+04   2.6921083e+04   2.0042979e+04   2.3212279e+04   2.3776267e+04   2.4482534e+04   2.8541205e+04   2.2306841e+04   2.2361702e+04   2.3263219e+04   2.3233361e+04   1.7538152e+04
   1.9980134e+04   1.9637306e+04   1.8513162e+04   1.6770210e+04   1.4046214e+04   1.3361542e+04   1.7891209e+04   1.4194541e+04   1.6758311e+04   1.8513898e+04   1.3455425e+04   1.5924433e+04   1.8257299e+04   1.5586138e+04   1.9752143e+04   1.6232645e+04   1.6705876e+04   1.6370173e+04   1.7259205e+04   2.2632556e+04   1.5844975e+04   2.1713218e+04   1.1404037e+04   1.9754612e+04   1.4304749e+04
   1.9980134e+04   1.9637306e+04   1.8513162e+04   1.6770210e+04   1.4046214e+04   1.3361542e+04   1.7891209e+04   1.4194541e+04   1.6758311e+04   1.8513898e+04   1.3455425e+04   1.5924433e+04   1.8257299e+04   1.5586138e+04   1.9752143e+04   1.6232645e+04   1.6705876e+04   1.6370173e+04   1.7259205e+04   2.2632556e+04   1.5844975e+04   2.1713218e+04   1.1404037e+04   1.9754612e+04   1.4304749e+04
   1.5806507e+04   1.0134053e+04   1.0342988e+04   1.4183933e+04   1.0898757e+04   1.0287161e+04   1.4560069e+04   1.3871624e+04   1.1721549e+04   1.2127021e+04   1.3455425e+04   1.4104052e+04   9.0362530e+03   1.4713284e+04   1.0087883e+04   1.6232645e+04   1.2367727e+04   1.2788160e+04   8.2139521e+03   1.7817416e+04   1.4613965e+04   1.2790655e+04   9.0861132e+03   1.4959721e+04   1.2536655e+04
   1.5806507e+04   1.0134053e+04   1.0342988e+04   1.4183933e+04   1.0898757e+04   1.0287161e+04   1.4560069e+04   1.3871624e+04   1.1721549e+04   1.2127021e+04   1.3455425e+04   1.4104052e+04   9.0362530e+03   1.4713284e+04   1.0087883e+04   1.6232645e+04   1.2367727e+04   1.2788160e+04   8.2139521e+03   1.7817416e+04   1.4613965e+04   1.2790655e+04   9.0861132e+03   1.4959721e+04   1.2536655e+04
   9.4416302e+03   1.0134053e+04   1.0266811e+04   1.0722003e+04   1.0898757e+04   1.0287161e+04   1.1948691e+04   7.7436172e+03   1.0145004e+04   1.0493868e+04   7.6911836e+03   1.0672015e+04   7.9495142e+03   1.1877869e+04   1.0087883e+04   8.8234377e+03   1.2367727e+04   1.0815008e+04   8.2139521e+03   1.1899458e+04   1.1737953e+04   6.2172100e+03   8.8239265e+03   1.0303409e+04   9.8535537e+03
   9.4416302e+03   7.2082108e+03   7.5241215e+03   9.1850012e+03   5.7426797e+03   7.4706417e+03   1.1763752e+04   7.7436172e+03   1.0145004e+04   7.6146171e+03   7.6911836e+03   7.1447262e+03   5.4615978e+03   7.5754399e+03   9.5062736e+03   8.3606007e+03   1.0054591e+04   7.9804081e+03   8.2139521e+03   8.0855258e+03   9.0865921e+03   6.2172100e+03   5.9430105e+03   3.7269425e+03   8.2112497e+03
   9.4416302e+03   7.2082108e+03   7.5241215e+03   9.1850012e+03   5.7426797e+03   7.4706417e+03   1.1763752e+04   7.7436172e+03   1.0145004e+04   7.6146171e+03   7.6911836e+03   7.1447262e+03   5.4615978e+03   7.5754399e+03   9.5062736e+03   8.3606007e+03   1.0054591e+04   7.9804081e+03   8.2139521e+03   8.0855258e+03   9.0865921e+03   6.2172100e+03   5.9430105e+03   3.7269425e+03   8.2112497e+03
   6.9362056e+03   6.7362975e+03   5.2780673e+03   7.8117143e+03   5.7426797e+03   6.0712908e+03   6.7383601e+03   4.9261510e+03   5.0847228e+03   6.1747773e+03   7.2594650e+03   7.1447262e+03   5.4615978e+03   7.5754399e+03   6.3872248e+03   8.1519264e+03   9.6423005e+03   6.5110803e+03   6.2748126e+03   5.3986779e+03   5.3917534e+03   6.0960194e+03   4.2557775e+03   3.7269425e+03   6.1856559e+03
   6.9362056e+03   6.7362975e+03   5.2780673e+03   7.8117143e+03   5.7426797e+03   6.0712908e+03   6.7383601e+03   4.9261510e+03   5.0847228e+03   6.1747773e+03   7.2594650e+03   7.1447262e+03   5.4615978e+03   7.5754399e+03   6.3872248e+03   8.1519264e+03   9.6423005e+03   6.5110803e+03   6.2748126e+03   5.3986779e+03   5.3917534e+03   6.0960194e+03   4.2557775e+03   3.7269425e+03   6.1856559e+03
   5.7765264e+03   6.0845761e+03   4.1674001e+03   4.5977647e+03   4.2648857e+03   5.7575821e+03   5.1979585e+03   4.9261510e+03   5.0847228e+03   6.1747773e+03   6.2607872e+03   6.2357686e+03   2.4562787e+03   5.8437994e+03   3.5056476e+03   6.8924322e+03   4.1144724e+03   6.0490909e+03   6.2312748e+03   5.2208694e+03   5.3917534e+03   4.7189384e+03   3.8679426e+03   3.7250487e+03   4.6864110e+03
   5.7765264e+03   6.0845761e+03   4.1674001e+03   4.5977647e+03   4.2648857e+03   5.7575821e+03   5.1979585e+03   4.9261510e+03   5.0847228e+03   6.1747773e+03   6.2607872e+03   6.2357686e+03   2.4562787e+03   5.8437994e+03   3.5056476e+03   6.8924322e+03   4.1144724e+03   6.0490909e+03   6.2312748e+03   5.2208694e+03   5.3917534e+03   4.7189384e+03   3.8679426e+03   3.7250487e+03   4.6864110e+03
   3.8681032e+03   4.0975230e+03   3.8568964e+03   4.5977647e+03   3.6938067e+03   4.3344955e+03   3.4146235e+03   4.0750449e+03   3.2315021e+03   4.6042771e+03   3.1053212e+03   4.8376287e+03   2.4562787e+03   5.8437994e+03   3.5056476e+03   4.9354526e+03   2.9558341e+03   5.4751675e+03   4.3542509e+03   3.7298006e+03   5.3917534e+03   3.3681743e+03   3.6991865e+03   3.4583516e+03   4.6864110e+03
   3.8681032e+03   4.0975230e+03   3.8568964e+03   4.5977647e+03   3.6938067e+03   4.3344955e+03   3.4146235e+03   4.0750449e+03   3.2315021e+03   4.6042771e+03   3.1053212e+03   4.8376287e+03   2.4562787e+03   5.8437994e+03   3.5056476e+03   4.9354526e+03   2.9558341e+03   5.4751675e+03   4.3542509e+03   3.7298006e+03   5.3917534e+03   3.3681743e+03   3.6991865e+03   3.4583516e+03   4.6864110e+03
   3.8041826e+03   4.0829920e+03   3.0875026e+03   4.4003588e+03   2.6379313e+03   2.7555958e+03   3.4146235e+03   4.0052040e+03   3.2315021e+03   3.8538352e+03   3.1053212e+03   3.7274446e+03   2.4562787e+03   3.1027196e+03   3.5056476e+03   3.5409833e+03   2.9558341e+03   3.4492385e+03   3.6548845e+03   3.4206942e+03   2.6580432e+03   3.1022313e+03   2.9319239e+03   1.5367118e+03   3.5759440e+03
   3.1456456e+03   2.7495336e+03   2.9439644e+03   3.7829457e+03   1.4671252e+03   2.5457593e+03   2.0159475e+03   2.4201233e+03   3.2315021e+03   2.5677662e+03   2.4986101e+03   2.5047588e+03   2.4562787e+03   2.3275101e+03   2.5500827e+03   2.9807612e+03   2.6238556e+03   2.1687035e+03   2.7930275e+03   3.2677551e+03   2.3777529e+03   1.6278974e+03   1.2758111e+03   1.5367118e+03   2.4782333e+03
   3.1456456e+03   2.7495336e+03   2.9439644e+03   3.7829457e+03   1.4671252e+03   2.5457593e+03   2.0159475e+03   2.4201233e+03   3.2315021e+03   2.5677662e+03   2.4986101e+03   2.5047588e+03   2.4562787e+03   2.3275101e+03   2.5500827e+03   2.9807612e+03   2.6238556e+03   2.1687035e+03   2.7930275e+03   3.2677551e+03   2.3777529e+03   1.6278974e+03   1.2758111e+03   1.5367118e+03   2.4782333e+03
   2.7869171e+03   2.4198509e+03   1.8579407e+03   2.3655745e+03   1.4671252e+03   2.5457593e+03   2.0159475e+03   1.8653021e+03   1.7151687e+03   1.9632288e+03   1.5538080e+03   2.5047588e+03   2.4562787e+03   1.9216682e+03   2.3346326e+03   2.8730847e+03   1.3546575e+03   1.6428275e+03   1.9414823e+03   1.9039911e+03   2.0803688e+03   1.6278974e+03   1.2758111e+03   1.3964802e+03   2.2416655e+03
   2.7869171e+03   2.4198509e+03   1.8579407e+03   2.3655745e+03   1.4671252e+03   2.5457593e+03   2.0159475e+03   1.8653021e+03   1.7151687e+03   1.9632288e+03   1.5538080e+03   2.5047588e+03   2.4562787e+03   1.9216682e+03   2.3346326e+03   2.8730847e+03   1.3546575e+03   1.6428275e+03   1.9414823e+03   1.9039911e+03   2.0803688e+03   1.6278974e+03   1.2758111e+03   1.3964802e+03   2.2416655e+03
   1.7318696e+03   1.5357992e+03   1.8579407e+03   1.8899244e+03   1.4671252e+03   1.3513835e+03   1.6271283e+03   1.2487252e+03   1.6047783e+03   1.5009069e+03   1.5538080e+03   2.4030760e+03   1.5453081e+03   1.9216682e+03   2.1695490e+03   1.9479173e+03   1.3546575e+03   1.5360733e+03   1.4318541e+03   1.9039911e+03   2.0803688e+03   1.5535631e+03   1.2758111e+03   1.2668634e+03   1.9491141e+03
   1.7318696e+03   1.5357992e+03   1.8579407e+03   1.8899244e+03   1.4671252e+03   1.3513835e+03   1.6271283e+03   1.2487252e+03   1.6047783e+03   1.5009069e+03   1.5538080e+03   2.4030760e+03   1.5453081e+03   1.9216682e+03   2.1695490e+03   1.9479173e+03   1.3546575e+03   1.5360733e+03   1.4318541e+03   1.9039911e+03   2.0803688e+03   1.5535631e+03   1.2758111e+03   1.2668634e+03   1.9491141e+03
   1.7318696e+03   1.5357992e+03   1.5416364e+03   1.5086244e+03   1.2252400e+03   1.2808679e+03   1.6271283e+03   1.2487252e+03   1.5629235e+03   1.5009069e+03   1.5306290e+03   1.5896881e+03   1.2240967e+03   1.6506150e+03   1.4991447e+03   1.2595912e+03   1.3546575e+03   1.3930543e+03   1.4318541e+03   1.4747718e+03   1.5194930e+03   1.3553957e+03   1.1453575e+03   1.2668634e+03   1.5373124e+03
   1.4857350e+03   1.3536459e+03   9.8653476e+02   1.3996591e+03   1.0375426e+03   1.1735862e+03   8.9086532e+02   1.0033643e+03   1.2891268e+03   1.4321319e+03   1.5239270e+03   1.3466971e+03   1.2240967e+03   1.5201178e+03   1.2375698e+03   1.2595912e+03   1.3546575e+03   1.3930543e+03   1.4176167e+03   1.3092517e+03   1.1691550e+03   1.1131986e+03   1.1453575e+03   1.0290485e+03   1.2240096e+03
