7064.049376319606381	5386.2634700340877316	3169.9453223292839539	6890.4858191149724007	13413.270876110898826	8779.2567818433180946	5478.0199441746772209	6427.1013635109356983	10428.865812271571485	5671.3104476552580309	4608.2817695638022997	7424.0245476359777967	3646.7115269204459764	9152.9844775526762533	7484.5419960636281758	5636.8076664131003781	20103.329497709411953	6503.9296069983884081	9002.5552108626670815	7398.3755443470727187	20820.428684505986894	10794.588652750360779	3760.8527772622019256	8011.9544918754363607	7064.6724846421020629
7064.049376319606381	5386.2634700340877316	3169.9453223292839539	6890.4858191149724007	13413.270876110898826	8779.2567818433180946	5478.0199441746772209	6427.1013635109356983	10428.865812271571485	5671.3104476552580309	4608.2817695638022997	7424.0245476359777967	3646.7115269204459764	9152.9844775526762533	7484.5419960636281758	5636.8076664131003781	20103.329497709411953	6503.9296069983884081	9002.5552108626670815	7398.3755443470727187	20820.428684505986894	10794.588652750360779	3760.8527772622019256	8011.9544918754363607	7064.6724846421020629
3155.868561231750391	3251.0489025337410567	3169.9453223292839539	3770.1002948145351183	3958.6469038006398478	4624.1006716432002577	3540.9405642164438177	3435.7669307491860309	2779.5243210752232699	4327.346768610574145	4608.2817695638022997	4124.4593795536984544	3631.9001755929130013	4004.041058154932216	3514.2316560782983288	4197.8901759967111502	8671.5186612903362402	3027.8784090220633516	3092.0086106937133081	4087.6516796372306999	3111.9850807420316414	4161.0764827628954663	3373.9425791847734217	2974.124428141856697	3159.817844175537175
2756.853034511857004	2829.7896547595137235	3169.9453223292839539	3332.1336458744071933	3143.8266905195960135	3447.790823954460393	2992.3132817080577297	3435.7669307491860309	2779.5243210752232699	3357.9219296471237612	2993.5375849531737913	3260.6505638304570311	2867.3706896501244046	3679.5130929023580393	2430.1148782187374309	3467.9545425688247633	4554.0571645491454547	2959.5841011332067865	3092.0086106937133081	3545.7100321584348421	2789.8945696719529224	3853.0769971147219621	3092.5133114236305119	2889.6495594854841329	2973.5555934756375791
2756.853034511857004	2684.8507940836188936	2515.6495840727448012	2767.5805399503287845	3143.8266905195960135	2083.2666755034324524	2903.9948667834041771	3435.7669307491860309	2698.5005724568718506	2478.4363638942977559	2691.5964297122700373	2720.3377705923203393	2866.0135422919029224	2747.2772780212271755	2430.1148782187374309	2887.2661064352487301	3506.1428330248436396	2555.9317726773988397	2582.8006417952774427	3116.6454672662393932	2789.8945696719529224	3507.7595647948919577	2921.1181008640942309	2889.6495594854841329	2840.3890171118700891
2299.4817183410541475	2143.5970627398755823	2147.3119230580268777	2375.5446167566697113	2467.8800908105404233	2083.2666755034324524	2442.6886340286855557	2907.1280590259902965	2001.8497693229164724	2397.1407127662268977	2691.5964297122700373	2638.8336064961040393	2578.7083331757339693	2747.2772780212271755	2430.1148782187374309	2657.546489431280861	3028.9107585217370797	2309.4231806484376648	2559.6843060701539798	2995.7040720584427618	2579.9380912385249758	2842.6236150568820449	2564.0733770685565105	2532.1503728994703124	2807.8937945083398517
2299.4817183410541475	1804.8749388382184407	2147.3119230580268777	2173.9987121666517851	2234.8072051320104947	2083.2666755034324524	2221.1193598578020101	2738.8192658327607205	2001.8497693229164724	2397.1407127662268977	2691.5964297122700373	2483.758824110875139	2336.4333047117715978	2747.2772780212271755	2312.1756302788289759	2520.7645006804286822	2576.8930187612859299	2309.4231806484376648	1875.0751439502619178	1880.9803836697938095	2208.1846971346958526	2772.0012833805549235	2182.5690727783230614	2410.3709568282229156	2663.4354267554772377
2140.1608146850048797	1804.8749388382184407	2147.3119230580268777	2173.9987121666517851	2234.8072051320104947	2083.2666755034324524	2221.1193598578020101	2580.5914971150814381	2001.8497693229164724	2397.1407127662268977	2487.0302988613129855	1908.4104965935293876	2336.4333047117715978	2527.0210767211374332	2127.5250563497911571	2263.5421913538966692	2576.8930187612859299	2037.0980166328508858	1875.0751439502619178	1880.9803836697938095	2208.1846971346958526	2592.2895668818982813	1695.0502030430152445	2396.9123271979660785	2454.9674663379737467
2140.1608146850048797	1804.8749388382184407	2147.3119230580268777	2173.9987121666517851	2197.5476917455252988	2083.2666755034324524	2129.5555112273841587	2381.4139105265367107	2001.8497693229164724	2397.1407127662268977	1953.3742913283667804	1908.4104965935293876	1844.2670306404397707	2155.0307072002224231	2127.5250563497911571	2011.1685462663390354	2576.8930187612859299	1578.1501312473392318	1875.0751439502619178	1880.9803836697938095	2208.1846971346958526	2592.2895668818982813	1695.0502030430152445	2380.2756935104680451	2386.1092625638211757
2123.6857355116080726	1804.8749388382184407	2147.3119230580268777	2173.9987121666517851	2197.5476917455252988	1993.9963777938337444	1998.5551200019672251	2381.4139105265367107	2001.8497693229164724	2397.1407127662268977	1953.3742913283667804	1850.7906755034737216	1844.2670306404397707	2155.0307072002224231	2126.1115506767182524	1935.1558979275205274	2009.3693180712107278	1578.1501312473392318	1875.0751439502619178	1880.9803836697938095	2208.1846971346958526	2592.2895668818982813	1695.0502030430152445	2380.2756935104680451	2244.9327775854435458
